week,year,iso_week,balancing_15m_to_2h__current_rms,balancing_15m_to_2h__baseline_rms,balancing_15m_to_2h__scale,fast_sub_primary_5s_to_30s__current_rms,fast_sub_primary_5s_to_30s__baseline_rms,fast_sub_primary_5s_to_30s__scale,midrange_2m_to_15m__current_rms,midrange_2m_to_15m__baseline_rms,midrange_2m_to_15m__scale,primary_local_control_30s_to_2m__current_rms,primary_local_control_30s_to_2m__baseline_rms,primary_local_control_30s_to_2m__scale,slow_over_2h_to_12h__current_rms,slow_over_2h_to_12h__baseline_rms,slow_over_2h_to_12h__scale
2025-W11,2025,11,0.018691547422531846,0.02251508978837148,1.2045599692420608,0.003197993331404253,0.0038474104685488454,1.2030701974164,0.012948634121228857,0.013943671628876152,1.0768449782680911,0.011241884144214662,0.017715540381247646,1.575851534670412,0.008521432976405587,0.024931985694296464,2.9257973117114147
2025-W12,2025,12,0.023453133822929333,0.02251508978837148,0.9600034672705121,0.003684167711482053,0.0038474104685488454,1.0443092632721445,0.015676464691599754,0.013943671628876152,0.8894653165230474,0.012731757048806752,0.017715540381247646,1.391445054546339,0.013429277121877548,0.024931985694296464,1.8565396683697837
2025-W14,2025,14,0.022175571702086908,0.02251508978837148,1.0153104547132203,0.00392704608796302,0.0038474104685488454,0.9797212414546727,0.015933541358682066,0.013943671628876152,0.8751144089683711,0.013439965019309198,0.017715540381247646,1.318123994801752,0.011082020493557367,0.024931985694296464,2.2497689576364617
2025-W15,2025,15,0.02540594371375295,0.02251508978837148,0.8862134798867335,0.00403894538246516,0.0038474104685488454,0.9525779886135991,0.016644125838280815,0.013943671628876152,0.837753316957402,0.013181458310346818,0.017715540381247646,1.3439742374591277,0.012814038926139469,0.024931985694296464,1.945677380723223
2025-W16,2025,16,0.0201231727386039,0.02251508978837148,1.118863813417403,0.00397664068097188,0.0038474104685488454,0.9675026680078496,0.01452815595674969,0.013943671628876152,0.9597688564458181,0.012333009496677164,0.017715540381247646,1.4364328825029022,0.012224210249518521,0.024931985694296464,2.0395579906913386
2025-W17,2025,17,0.0205359075491655,0.02251508978837148,1.0963766628997318,0.003723241677423936,0.0038474104685488454,1.03334964578792,0.014240200842265724,0.013943671628876152,0.9791766129794001,0.011857408679601859,0.017715540381247646,1.494048224189443,0.013851636079463514,0.024931985694296464,1.7999307483439242
2025-W18,2025,18,0.0265778068864605,0.02251508978837148,0.8471387381417582,0.004211591503457469,0.0038474104685488454,0.9135288798522714,0.016337708175254997,0.013943671628876152,0.8534655827673039,0.012601587318046194,0.017715540381247646,1.4058181667223761,0.017017879045989923,0.024931985694296464,1.4650465917003572
2025-W19,2025,19,0.019313702516105237,0.02251508978837148,1.1657573046699194,0.003916746272919727,0.0038474104685488454,0.9822976012384903,0.014156221506053316,0.013943671628876152,0.9849854089181724,0.012184317804027936,0.017715540381247646,1.4539624348431865,0.013092073999214904,0.024931985694296464,1.904357223751681
2025-W20,2025,20,0.02988313003962043,0.02251508978837148,0.7534381357816246,0.004558327345046659,0.0038474104685488454,0.8440399684611645,0.01689764280249453,0.013943671628876152,0.8251844231680471,0.014548039194573143,0.017715540381247646,1.2177270176627017,0.017687054158740247,0.024931985694296464,1.409617761699229
2025-W23,2025,23,0.024733282726327455,0.02251508978837148,0.9103154659047823,0.004541357960981828,0.0038474104685488454,0.8471938353252045,0.016864495746854072,0.013943671628876152,0.8268063177327567,0.012757228239181233,0.017715540381247646,1.388666883519256,0.013407537058099736,0.024931985694296464,1.8595500117774875
2025-W24,2025,24,0.020996340600466002,0.02251508978837148,1.0723339946138886,0.004621719762569923,0.0038474104685488454,0.8324629502004856,0.015444953577421691,0.013943671628876152,0.9027978982895618,0.012998308291513912,0.017715540381247646,1.362911233057415,0.012018425187107615,0.024931985694296464,2.0744802506273
2025-W25,2025,25,0.025113583415904594,0.02251508978837148,0.8965303523396239,0.006493911962252433,0.0038474104685488454,0.5924642173951431,0.016395716232732394,0.013943671628876152,0.8504460208355533,0.013489945706447898,0.017715540381247646,1.3132403025743837,0.01622504615732277,0.024931985694296464,1.5366357329617848
2025-W26,2025,26,0.023139159910484222,0.02251508978837148,0.9730296983759562,0.004539394643478147,0.0038474104685488454,0.8475602521310873,0.01599436888593781,0.013943671628876152,0.8717862973096348,0.013332322836920667,0.017715540381247646,1.3287662321068847,0.0123984922671793,0.024931985694296464,2.0108885142667896
2025-W27,2025,27,0.020213266657438445,0.02251508978837148,1.1138768497909253,0.003965062178420907,0.0038474104685488454,0.9703279029236015,0.014344081667347705,0.013943671628876152,0.9720853486645276,0.011247189648468157,0.017715540381247646,1.5751081767933437,0.012857472222679285,0.024931985694296464,1.9391047682233336
2025-W28,2025,28,0.01928600759141588,0.02251508978837148,1.1674313453237908,0.004036712631248685,0.0038474104685488454,0.9531048702267215,0.013632016898398158,0.013943671628876152,1.0228619677338147,0.010856738647163175,0.017715540381247646,1.6317552588296533,0.010529927690300688,0.024931985694296464,2.3677262016966916
2025-W29,2025,29,0.016631944190027684,0.02251508978837148,1.3537256697789584,0.004090615257929605,0.0038474104685488454,0.9405456700164332,0.013630943622598325,0.013943671628876152,1.0229425060315975,0.011459919173062843,0.017715540381247646,1.5458695749695146,0.009348697419531312,0.024931985694296464,2.6668940682804134
2025-W30,2025,30,0.016935921002951892,0.02251508978837148,1.329428129975757,0.004071515651273541,0.0038474104685488454,0.944957799031278,0.012602593704195334,0.013943671628876152,1.1064128508907163,0.011374986132829926,0.017715540381247646,1.5574120420347524,0.008980276165815886,0.024931985694296464,2.7763050082136664
2025-W31,2025,31,0.02091879148032458,0.02251508978837148,1.076309298725422,0.004117470940767261,0.0038474104685488454,0.9344110799800589,0.014197493732465238,0.013943671628876152,0.9821220485550436,0.01189437649286379,0.017715540381247646,1.4894047108628479,0.011900290365248704,0.024931985694296464,2.0950737275371862
2025-W34,2025,34,0.025682954227398875,0.02251508978837148,0.8766549824845352,0.004776629304193363,0.0038474104685488454,0.80546557489216,0.016302272284543902,0.013943671628876152,0.8553207421333573,0.013894771413465701,0.017715540381247646,1.2749789006301435,0.015138137007415916,0.024931985694296464,1.6469652561661126
2025-W35,2025,35,0.01927208113966373,0.02251508978837148,1.1682749582261431,0.004327072197524602,0.0038474104685488454,0.8891486651759225,0.015253402305659332,0.013943671628876152,0.9141351778090031,0.01203254456651887,0.017715540381247646,1.4723020790250787,0.014516941907956356,0.024931985694296464,1.7174406188559517
2025-W36,2025,36,0.020030300472262647,0.02251508978837148,1.1240515248161003,0.004569889335341409,0.0038474104685488454,0.8419045158916112,0.015919579335882224,0.013943671628876152,0.8758819146337341,0.013496046031377683,0.017715540381247646,1.3126467070473704,0.013986358342717557,0.024931985694296464,1.7825930870188307
2025-W38,2025,38,0.02138218477378132,0.02251508978837148,1.0529835948279394,0.0045068190930138054,0.0038474104685488454,0.8536864669169582,0.01616505856691966,0.013943671628876152,0.8625809533044702,0.013539520627568077,0.017715540381247646,1.3084318764710692,0.016033207976665673,0.024931985694296464,1.5550216607045733
2025-W39,2025,39,0.018569296109474033,0.02251508978837148,1.212490212641087,0.003909842215761047,0.0038474104685488454,0.9840321568577546,0.014830479324248545,0.013943671628876152,0.9402037064356766,0.011797224472882955,0.017715540381247646,1.5016701955590066,0.012055577759470313,0.024931985694296464,2.0680871702487282
2025-W40,2025,40,0.019676028658869624,0.02251508978837148,1.1442903534409143,0.0038684309182932908,0.0038474104685488454,0.9945661561009033,0.01584790719562684,0.013943671628876152,0.8798430894852696,0.012475796993827351,0.017715540381247646,1.4199926778235301,0.013647899696236924,0.024931985694296464,1.826800185318687
2025-W41,2025,41,0.01824551397230205,0.02251508978837148,1.2340068809544604,0.004128745768544429,0.0038474104685488454,0.9318593791511732,0.014917306275889124,0.013943671628876152,0.9347312022019244,0.012472785918082974,0.017715540381247646,1.420335480589285,0.014568978464049535,0.024931985694296464,1.711306373045902
2025-W42,2025,42,0.018390274593720602,0.02251508978837148,1.2242932901099424,0.0038142603122880304,0.0038474104685488454,1.0086911100833937,0.01494557000262778,0.013943671628876152,0.9329635220620244,0.013003031257280168,0.017715540381247646,1.36241619594116,0.013915286346457868,0.024931985694296464,1.7916976390962227
2025-W43,2025,43,0.01716097836601374,0.02251508978837148,1.3119933670542483,0.004087056499598439,0.0038474104685488454,0.9413646395460549,0.01615069520255345,0.013943671628876152,0.8633480759807564,0.013313506904913635,0.017715540381247646,1.3306441727017355,0.013952589434957672,0.024931985694296464,1.7869074275080683
2025-W44,2025,44,0.015144339190294408,0.02251508978837148,1.4867000471569458,0.0035636343539752124,0.0038474104685488454,1.0796310974657326,0.015346387206144447,0.013943671628876152,0.9085963648364959,0.01213948174462416,0.017715540381247646,1.4593325113811209,0.012301846844499717,0.024931985694296464,2.0266863999728475
2025-W45,2025,45,0.0163686244520603,0.02251508978837148,1.37550286246182,0.0036200707955702503,0.0038474104685488454,1.0627997864729006,0.014110074709693929,0.013943671628876152,0.9882067895286583,0.01299120616241493,0.017715540381247646,1.3636563194956266,0.01359057311726873,0.024931985694296464,1.8345058357117316
2025-W46,2025,46,0.017693395523466115,0.02251508978837148,1.272513789595136,0.0033789049819077013,0.0038474104685488454,1.1386560110893174,0.013894895759974567,0.013943671628876152,1.0035103443555213,0.011978682325703831,0.017715540381247646,1.4789222970905302,0.013709070736369046,0.024931985694296464,1.818648847449152
2025-W47,2025,47,0.017361920300507646,0.02251508978837148,1.2968087284511474,0.0026735760777074997,0.0038474104685488454,1.4390503044326566,0.011562232670175102,0.013943671628876152,1.205967050364243,0.009235557480243376,0.017715540381247646,1.9181885250722086,0.018825466940855785,0.024931985694296464,1.3243754204145697
2025-W48,2025,48,0.016988823648384985,0.02251508978837148,1.3252883339283967,0.0030822373916593315,0.0038474104685488454,1.2482524801496815,0.013648971352596047,0.013943671628876152,1.0215913909310135,0.01082029849919683,0.017715540381247646,1.6372506158275242,0.012041594356407741,0.024931985694296464,2.070488753927283
2025-W49,2025,49,0.013654040695201672,0.02251508978837148,1.6489689968687273,0.0031014982804361047,0.0038474104685488454,1.240500597023661,0.012973301324406529,0.013943671628876152,1.0747974844802284,0.010500412795362528,0.017715540381247646,1.6871279945367152,0.01064523072861549,0.024931985694296464,2.342080348458459
2025-W50,2025,50,0.013409865668597306,0.02251508978837148,1.6789944317709633,0.00317813809249159,0.0038474104685488454,1.210586310783167,0.012958093101966031,0.013943671628876152,1.0760589169374455,0.010431171647201821,0.017715540381247646,1.6983269934015388,0.011255482965456984,0.024931985694296464,2.2150969239447647
2025-W51,2025,51,0.016349660097710755,0.02251508978837148,1.3770983405045831,0.0033644200187090707,0.0038474104685488454,1.1435583093531523,0.01378380633069173,0.013943671628876152,1.011598051681012,0.010854100642360075,0.017715540381247646,1.6321518442633167,0.013027948441484197,0.024931985694296464,1.91373076169897
2025-W52,2025,52,0.018785226457500224,0.02251508978837148,1.1985530139500695,0.0028347311038521296,0.0038474104685488454,1.3572400088744152,0.013006545984518302,0.013943671628876152,1.0720503080120818,0.009425557041773568,0.017715540381247646,1.8795218471155934,0.01784001449992444,0.024931985694296464,1.3975316945175162
